Index,EURO_Bitstamp_BTCEUR_Raw,EURO_Bitstamp_ETHEUR_Raw,EURO_Bitstamp_LTCEUR_Raw,EURO_Exmo_BTCEUR_Raw,EURO_Exmo_ETHEUR_Raw,EURO_Exmo_LTCEUR_Raw,EURO_Kraken_BTCEUR_Raw,EURO_Kraken_ETHEUR_Raw,EURO_Kraken_LTCEUR_Raw
01/01/2019 00:00,3250.37,115.66,26.32,3250.37,115.66,26.32,3250.37,115.66,26.32
01/01/2019 01:00,3228.05,115.08,26.05,3228.05,115.08,26.05,3228.05,115.08,26.05
01/01/2019 02:00,3225,114.29,26.05,3225,114.29,26.05,3225,114.29,26.05
01/01/2019 03:00,3240.45,115.3,26.07,3240.45,115.3,26.07,3240.45,115.3,26.07
01/01/2019 04:00,3242.27,117.12,26.17,3242.27,117.12,26.17,3242.27,117.12,26.17
01/01/2019 05:00,3249.68,116.44,26.17,3249.68,116.44,26.17,3249.68,116.44,26.17
01/01/2019 06:00,3250.84,116.98,26.33,3250.84,116.98,26.33,3250.84,116.98,26.33
01/01/2019 07:00,3262.02,116.99,26.62,3262.02,116.99,26.62,3262.02,116.99,26.62
01/01/2019 08:00,3265.01,118.64,26.65,3265.01,118.64,26.65,3265.01,118.64,26.65
01/01/2019 09:00,3247,117.72,26.62,3247,117.72,26.62,3247,117.72,26.62
01/01/2019 10:00,3264.98,117.17,26.7,3264.98,117.17,26.7,3264.98,117.17,26.7
01/01/2019 11:00,3258.62,117.52,26.85,3258.62,117.52,26.85,3258.62,117.52,26.85
01/01/2019 12:00,3258.5,118,26.77,3258.5,118,26.77,3258.5,118,26.77
01/01/2019 13:00,3262.32,118.32,26.95,3262.32,118.32,26.95,3262.32,118.32,26.95
01/01/2019 14:00,3245,117.71,26.7,3245,117.71,26.7,3245,117.71,26.7
01/01/2019 15:00,3235.54,117,26.41,3235.54,117,26.41,3235.54,117,26.41
01/01/2019 16:00,3244.01,117.21,26.55,3244.01,117.21,26.55,3244.01,117.21,26.55
01/01/2019 17:00,3238.71,116.96,26.59,3238.71,116.96,26.59,3238.71,116.96,26.59
01/01/2019 18:00,3205.3,115.62,26.32,3205.3,115.62,26.32,3205.3,115.62,26.32
01/01/2019 19:00,3249.6,119.33,26.72,3249.6,119.33,26.72,3249.6,119.33,26.72
01/01/2019 20:00,3259.55,121.59,27.46,3259.55,121.59,27.46,3259.55,121.59,27.46
01/01/2019 21:00,3263.59,120.88,27.32,3263.59,120.88,27.32,3263.59,120.88,27.32
01/01/2019 22:00,3260.21,121.02,27.28,3260.21,121.02,27.28,3260.21,121.02,27.28
01/01/2019 23:00,3342.3,122.09,27.77,3342.3,122.09,27.77,3342.3,122.09,27.77
02/01/2019 00:00,3329.97,122.34,27.74,3329.97,122.34,27.74,3329.97,122.34,27.74
02/01/2019 01:00,3330.66,121.42,27.7,3330.66,121.42,27.7,3330.66,121.42,27.7
02/01/2019 02:00,3334.08,121.72,27.75,3334.08,121.72,27.75,3334.08,121.72,27.75
02/01/2019 03:00,3330.14,122.43,27.84,3330.14,122.43,27.84,3330.14,122.43,27.84
02/01/2019 04:00,3329.97,122.93,27.69,3329.97,122.93,27.69,3329.97,122.93,27.69
02/01/2019 05:00,3322.95,122.09,27.64,3322.95,122.09,27.64,3322.95,122.09,27.64
02/01/2019 06:00,3304.42,122.28,27.49,3304.42,122.28,27.49,3304.42,122.28,27.49
02/01/2019 07:00,3319.01,126.3,27.75,3319.01,126.3,27.75,3319.01,126.3,27.75
02/01/2019 08:00,3336.49,127.63,27.98,3336.49,127.63,27.98,3336.49,127.63,27.98
02/01/2019 09:00,3331.04,127.57,28.12,3331.04,127.57,28.12,3331.04,127.57,28.12
02/01/2019 10:00,3339.16,130.55,28.2,3339.16,130.55,28.2,3339.16,130.55,28.2
02/01/2019 11:00,3341.22,130.17,28.34,3341.22,130.17,28.34,3341.22,130.17,28.34
02/01/2019 12:00,3336.18,130.68,28.26,3336.18,130.68,28.26,3336.18,130.68,28.26
02/01/2019 13:00,3385,133.99,28.7,3385,133.99,28.7,3385,133.99,28.7
02/01/2019 14:00,3372.77,133.57,28.48,3372.77,133.57,28.48,3372.77,133.57,28.48
02/01/2019 15:00,3374.68,131.24,28.36,3374.68,131.24,28.36,3374.68,131.24,28.36
02/01/2019 16:00,3398.48,132.72,28.9,3398.48,132.72,28.9,3398.48,132.72,28.9
02/01/2019 17:00,3405.37,132.4,28.83,3405.37,132.4,28.83,3405.37,132.4,28.83
02/01/2019 18:00,3399.47,132,28.76,3399.47,132,28.76,3399.47,132,28.76
02/01/2019 19:00,3399.48,133.77,28.87,3399.48,133.77,28.87,3399.48,133.77,28.87
02/01/2019 20:00,3420,134.43,29.01,3420,134.43,29.01,3420,134.43,29.01
02/01/2019 21:00,3430.65,136.56,29.14,3430.65,136.56,29.14,3430.65,136.56,29.14
02/01/2019 22:00,3431.69,136.99,29.28,3431.69,136.99,29.28,3431.69,136.99,29.28
02/01/2019 23:00,3433.28,135.7,29.2,3433.28,135.7,29.2,3433.28,135.7,29.2
03/01/2019 00:00,3413.06,132.9,28.83,3413.06,132.9,28.83,3413.06,132.9,28.83
03/01/2019 01:00,3406.49,134.38,28.9,3406.49,134.38,28.9,3406.49,134.38,28.9
03/01/2019 02:00,3403.22,134.38,28.94,3403.22,134.38,28.94,3403.22,134.38,28.94
03/01/2019 03:00,3410.9,134.02,28.84,3410.9,134.02,28.84,3410.9,134.02,28.84
03/01/2019 04:00,3404.39,134.73,28.92,3404.39,134.73,28.92,3404.39,134.73,28.92
03/01/2019 05:00,3388.9,134.74,28.5,3388.9,134.74,28.5,3388.9,134.74,28.5
03/01/2019 06:00,3380.21,134.22,28.79,3380.21,134.22,28.79,3380.21,134.22,28.79
03/01/2019 07:00,3391.9,134.51,28.79,3391.9,134.51,28.79,3391.9,134.51,28.79
03/01/2019 08:00,3363.39,130.69,28.3,3363.39,130.69,28.3,3363.39,130.69,28.3
03/01/2019 09:00,3383.25,131.35,28.27,3383.25,131.35,28.27,3383.25,131.35,28.27
03/01/2019 10:00,3389.32,131.68,28.38,3389.32,131.68,28.38,3389.32,131.68,28.38
03/01/2019 11:00,3386,130.49,28.23,3386,130.49,28.23,3386,130.49,28.23
03/01/2019 12:00,3395.68,132.35,28.12,3395.68,132.35,28.12,3395.68,132.35,28.12
03/01/2019 13:00,3395,131.84,28.19,3395,131.84,28.19,3395,131.84,28.19
03/01/2019 14:00,3386.27,130.54,28.09,3386.27,130.54,28.09,3386.27,130.54,28.09
03/01/2019 15:00,3384.69,131.2,28.06,3384.69,131.2,28.06,3384.69,131.2,28.06
03/01/2019 16:00,3319.46,127.58,27.25,3319.46,127.58,27.25,3319.46,127.58,27.25
03/01/2019 17:00,3327.67,128.58,27.49,3327.67,128.58,27.49,3327.67,128.58,27.49
03/01/2019 18:00,3319.41,128.08,27.43,3319.41,128.08,27.43,3319.41,128.08,27.43
03/01/2019 19:00,3327.91,128.89,27.37,3327.91,128.89,27.37,3327.91,128.89,27.37
03/01/2019 20:00,3346.32,131.02,27.67,3346.32,131.02,27.67,3346.32,131.02,27.67
03/01/2019 21:00,3342.72,130.31,27.72,3342.72,130.31,27.72,3342.72,130.31,27.72
03/01/2019 22:00,3334.66,130.85,27.77,3334.66,130.85,27.77,3334.66,130.85,27.77
03/01/2019 23:00,3325.58,129.67,27.83,3325.58,129.67,27.83,3325.58,129.67,27.83
04/01/2019 00:00,3312.02,128.88,27.58,3312.02,128.88,27.58,3312.02,128.88,27.58
04/01/2019 01:00,3328.37,130.49,27.9,3328.37,130.49,27.9,3328.37,130.49,27.9
04/01/2019 02:00,3325.02,129.86,27.79,3325.02,129.86,27.79,3325.02,129.86,27.79
04/01/2019 03:00,3336.66,132.97,28.14,3336.66,132.97,28.14,3336.66,132.97,28.14
04/01/2019 04:00,3333.22,133.44,28.1,3333.22,133.44,28.1,3333.22,133.44,28.1
04/01/2019 05:00,3336,134.87,28.31,3336,134.87,28.31,3336,134.87,28.31
04/01/2019 06:00,3347.78,135.38,28.6,3347.78,135.38,28.6,3347.78,135.38,28.6
04/01/2019 07:00,3342,134.94,28.34,3342,134.94,28.34,3342,134.94,28.34
04/01/2019 08:00,3334,133.5,28.2,3334,133.5,28.2,3334,133.5,28.2
04/01/2019 09:00,3330,132.78,28.05,3330,132.78,28.05,3330,132.78,28.05
04/01/2019 10:00,3341.67,134.19,28.19,3341.67,134.19,28.19,3341.67,134.19,28.19
04/01/2019 11:00,3325,132,27.96,3325,132,27.96,3325,132,27.96
04/01/2019 12:00,3326.77,132.61,27.81,3326.77,132.61,27.81,3326.77,132.61,27.81
04/01/2019 13:00,3330.57,132.94,27.78,3330.57,132.94,27.78,3330.57,132.94,27.78
04/01/2019 14:00,3312.1,130.21,27.58,3312.1,130.21,27.58,3312.1,130.21,27.58
04/01/2019 15:00,3306.81,130.08,27.54,3306.81,130.08,27.54,3306.81,130.08,27.54
04/01/2019 16:00,3316.37,130.77,27.82,3316.37,130.77,27.82,3316.37,130.77,27.82
04/01/2019 17:00,3317,130.21,27.73,3317,130.21,27.73,3317,130.21,27.73
04/01/2019 18:00,3307.16,130.47,27.76,3307.16,130.47,27.76,3307.16,130.47,27.76
04/01/2019 19:00,3311.35,131.44,27.95,3311.35,131.44,27.95,3311.35,131.44,27.95
04/01/2019 20:00,3327.67,133.24,27.87,3327.67,133.24,27.87,3327.67,133.24,27.87
04/01/2019 21:00,3364.18,135.91,28.33,3364.18,135.91,28.33,3364.18,135.91,28.33
04/01/2019 22:00,3365.12,135.01,28.27,3365.12,135.01,28.27,3365.12,135.01,28.27
04/01/2019 23:00,3358.75,135.15,28.29,3358.75,135.15,28.29,3358.75,135.15,28.29
05/01/2019 00:00,3380.7,140.22,29.01,3380.7,140.22,29.01,3380.7,140.22,29.01
05/01/2019 01:00,3388.65,140.13,28.82,3388.65,140.13,28.82,3388.65,140.13,28.82
05/01/2019 02:00,3383.24,139.3,28.97,3383.24,139.3,28.97,3383.24,139.3,28.97
05/01/2019 03:00,3386.74,139.44,29.08,3386.74,139.44,29.08,3386.74,139.44,29.08
05/01/2019 04:00,3386.83,139.24,29.05,3386.83,139.24,29.05,3386.83,139.24,29.05
05/01/2019 05:00,3401.03,139.73,29.46,3401.03,139.73,29.46,3401.03,139.73,29.46
05/01/2019 06:00,3364.82,137.58,28.82,3364.82,137.58,28.82,3364.82,137.58,28.82
05/01/2019 07:00,3370.65,136.39,28.75,3370.65,136.39,28.75,3370.65,136.39,28.75
05/01/2019 08:00,3375,137.33,29.18,3375,137.33,29.18,3375,137.33,29.18
05/01/2019 09:00,3376.89,137.34,28.99,3376.89,137.34,28.99,3376.89,137.34,28.99
05/01/2019 10:00,3374.6,136.99,29.06,3374.6,136.99,29.06,3374.6,136.99,29.06
05/01/2019 11:00,3376.06,138.53,29.94,3376.06,138.53,29.94,3376.06,138.53,29.94
05/01/2019 12:00,3384.47,138.35,30.28,3384.47,138.35,30.28,3384.47,138.35,30.28
05/01/2019 13:00,3368.79,137.93,30.26,3368.79,137.93,30.26,3368.79,137.93,30.26
05/01/2019 14:00,3376.69,137.92,30.72,3376.69,137.92,30.72,3376.69,137.92,30.72
05/01/2019 15:00,3365,137.22,31.08,3365,137.22,31.08,3365,137.22,31.08
05/01/2019 16:00,3376.22,137.38,31.34,3376.22,137.38,31.34,3376.22,137.38,31.34
05/01/2019 17:00,3382.8,137.55,30.95,3382.8,137.55,30.95,3382.8,137.55,30.95
05/01/2019 18:00,3384.37,138.07,30.99,3384.37,138.07,30.99,3384.37,138.07,30.99
05/01/2019 19:00,3389.98,138.45,31.05,3389.98,138.45,31.05,3389.98,138.45,31.05
05/01/2019 20:00,3386.64,138.34,30.99,3386.64,138.34,30.99,3386.64,138.34,30.99
05/01/2019 21:00,3386.19,138.2,31.1,3386.19,138.2,31.1,3386.19,138.2,31.1
05/01/2019 22:00,3355.64,136.51,30.48,3355.64,136.51,30.48,3355.64,136.51,30.48
05/01/2019 23:00,3343,135.7,30.48,3343,135.7,30.48,3343,135.7,30.48
06/01/2019 00:00,3358.16,135.61,30.91,3358.16,135.61,30.91,3358.16,135.61,30.91
06/01/2019 01:00,3338.2,132.38,30.4,3338.2,132.38,30.4,3338.2,132.38,30.4
06/01/2019 02:00,3341,132.29,30.47,3341,132.29,30.47,3341,132.29,30.47
06/01/2019 03:00,3351.66,132.88,30.77,3351.66,132.88,30.77,3351.66,132.88,30.77
06/01/2019 04:00,3338.03,133.11,30.77,3338.03,133.11,30.77,3338.03,133.11,30.77
06/01/2019 05:00,3345.87,133.01,31.28,3345.87,133.01,31.28,3345.87,133.01,31.28
06/01/2019 06:00,3337.48,133.28,31.04,3337.48,133.28,31.04,3337.48,133.28,31.04
06/01/2019 07:00,3334.82,132.55,30.83,3334.82,132.55,30.83,3334.82,132.55,30.83
06/01/2019 08:00,3332.97,132.94,30.68,3332.97,132.94,30.68,3332.97,132.94,30.68
06/01/2019 09:00,3340,133.2,31.16,3340,133.2,31.16,3340,133.2,31.16
06/01/2019 10:00,3361.98,134.31,32.76,3361.98,134.31,32.76,3361.98,134.31,32.76
06/01/2019 11:00,3372.22,134.87,32.94,3372.22,134.87,32.94,3372.22,134.87,32.94
06/01/2019 12:00,3353.85,133.1,33.32,3353.85,133.1,33.32,3353.85,133.1,33.32
06/01/2019 13:00,3364.52,133.74,33.09,3364.52,133.74,33.09,3364.52,133.74,33.09
06/01/2019 14:00,3366.31,133.73,33.37,3366.31,133.73,33.37,3366.31,133.73,33.37
06/01/2019 15:00,3363.71,133.48,33.6,3363.71,133.48,33.6,3363.71,133.48,33.6
06/01/2019 16:00,3370,133.99,33.54,3370,133.99,33.54,3370,133.99,33.54
06/01/2019 17:00,3572.92,138.29,34.48,3572.92,138.29,34.48,3572.92,138.29,34.48
06/01/2019 18:00,3558.7,137.68,34.27,3558.7,137.68,34.27,3558.7,137.68,34.27
06/01/2019 19:00,3562.62,138,34.23,3562.62,138,34.23,3562.62,138,34.23
06/01/2019 20:00,3545,136.04,33.82,3545,136.04,33.82,3545,136.04,33.82
06/01/2019 21:00,3543.58,136.52,33.9,3543.58,136.52,33.9,3543.58,136.52,33.9
06/01/2019 22:00,3538.14,135.68,34.03,3538.14,135.68,34.03,3538.14,135.68,34.03
06/01/2019 23:00,3550,137.14,34.2,3550,137.14,34.2,3550,137.14,34.2
07/01/2019 00:00,3560.43,137.09,34.26,3560.43,137.09,34.26,3560.43,137.09,34.26
07/01/2019 01:00,3536.76,135.76,33.87,3536.76,135.76,33.87,3536.76,135.76,33.87
07/01/2019 02:00,3527.77,135.63,33.55,3527.77,135.63,33.55,3527.77,135.63,33.55
07/01/2019 03:00,3540.95,135.7,33.62,3540.95,135.7,33.62,3540.95,135.7,33.62
07/01/2019 04:00,3533.79,135.86,33.67,3533.79,135.86,33.67,3533.79,135.86,33.67
07/01/2019 05:00,3540.68,135.92,33.73,3540.68,135.92,33.73,3540.68,135.92,33.73
07/01/2019 06:00,3539.43,135.94,33.9,3539.43,135.94,33.9,3539.43,135.94,33.9
07/01/2019 07:00,3537.79,135.81,34.26,3537.79,135.81,34.26,3537.79,135.81,34.26
07/01/2019 08:00,3547.21,135.53,34.05,3547.21,135.53,34.05,3547.21,135.53,34.05
07/01/2019 09:00,3503.54,132.18,33.2,3503.54,132.18,33.2,3503.54,132.18,33.2
07/01/2019 10:00,3512.91,133.01,32.87,3512.91,133.01,32.87,3512.91,133.01,32.87
07/01/2019 11:00,3520,133.96,33.27,3520,133.96,33.27,3520,133.96,33.27
07/01/2019 12:00,3505,132.65,33.09,3505,132.65,33.09,3505,132.65,33.09
07/01/2019 13:00,3515.01,133.63,33.23,3515.01,133.63,33.23,3515.01,133.63,33.23
07/01/2019 14:00,3525.09,133.74,33.47,3525.09,133.74,33.47,3525.09,133.74,33.47
07/01/2019 15:00,3510.92,133.1,33.09,3510.92,133.1,33.09,3510.92,133.1,33.09
07/01/2019 16:00,3519.94,133.15,33.1,3519.94,133.15,33.1,3519.94,133.15,33.1
07/01/2019 17:00,3514.47,133.23,33.04,3514.47,133.23,33.04,3514.47,133.23,33.04
07/01/2019 18:00,3510.13,133.31,33.33,3510.13,133.31,33.33,3510.13,133.31,33.33
07/01/2019 19:00,3512,133.24,33.3,3512,133.24,33.3,3512,133.24,33.3
07/01/2019 20:00,3500.43,132.22,33.1,3500.43,132.22,33.1,3500.43,132.22,33.1
07/01/2019 21:00,3501.81,131.6,33.17,3501.81,131.6,33.17,3501.81,131.6,33.17
07/01/2019 22:00,3484.06,130.55,32.53,3484.06,130.55,32.53,3484.06,130.55,32.53
07/01/2019 23:00,3497.11,131.53,32.73,3497.11,131.53,32.73,3497.11,131.53,32.73
08/01/2019 00:00,3502.11,132.28,33.78,3502.11,132.28,33.78,3502.11,132.28,33.78
08/01/2019 01:00,3495.41,131.43,33.71,3495.41,131.43,33.71,3495.41,131.43,33.71
08/01/2019 02:00,3486.19,129.67,33.11,3486.19,129.67,33.11,3486.19,129.67,33.11
08/01/2019 03:00,3481.45,129.57,33.16,3481.45,129.57,33.16,3481.45,129.57,33.16
08/01/2019 04:00,3488.47,129.58,33.39,3488.47,129.58,33.39,3488.47,129.58,33.39
08/01/2019 05:00,3483.72,129.24,33.44,3483.72,129.24,33.44,3483.72,129.24,33.44
08/01/2019 06:00,3493.84,129.57,33.55,3493.84,129.57,33.55,3493.84,129.57,33.55
08/01/2019 07:00,3488.72,129.67,33.59,3488.72,129.67,33.59,3488.72,129.67,33.59
08/01/2019 08:00,3495,130.02,33.76,3495,130.02,33.76,3495,130.02,33.76
08/01/2019 09:00,3498.08,130.43,34.61,3498.08,130.43,34.61,3498.08,130.43,34.61
08/01/2019 10:00,3505.62,130.59,34.55,3505.62,130.59,34.55,3505.62,130.59,34.55
08/01/2019 11:00,3529.99,131.95,34.71,3529.99,131.95,34.71,3529.99,131.95,34.71
08/01/2019 12:00,3527.39,132,34.51,3527.39,132,34.51,3527.39,132,34.51
08/01/2019 13:00,3566.34,133.9,35.6,3566.34,133.9,35.6,3566.34,133.9,35.6
08/01/2019 14:00,3551,132.8,35.25,3551,132.8,35.25,3551,132.8,35.25
08/01/2019 15:00,3541.22,131.48,35.04,3541.22,131.48,35.04,3541.22,131.48,35.04
08/01/2019 16:00,3518.57,131.02,34.43,3518.57,131.02,34.43,3518.57,131.02,34.43
08/01/2019 17:00,3503.01,130.5,34.14,3503.01,130.5,34.14,3503.01,130.5,34.14
08/01/2019 18:00,3515,130.58,34.31,3515,130.58,34.31,3515,130.58,34.31
08/01/2019 19:00,3519.73,131.18,34.41,3519.73,131.18,34.41,3519.73,131.18,34.41
08/01/2019 20:00,3511.59,130.81,34.37,3511.59,130.81,34.37,3511.59,130.81,34.37
08/01/2019 21:00,3508.77,130.7,34.2,3508.77,130.7,34.2,3508.77,130.7,34.2
08/01/2019 22:00,3499.29,130.95,34.15,3499.29,130.95,34.15,3499.29,130.95,34.15
08/01/2019 23:00,3495.52,130.37,34.24,3495.52,130.37,34.24,3495.52,130.37,34.24
09/01/2019 00:00,3488,129.96,34.28,3488,129.96,34.28,3488,129.96,34.28
09/01/2019 01:00,3516.11,132.71,35,3516.11,132.71,35,3516.11,132.71,35
09/01/2019 02:00,3514.42,133.36,34.77,3514.42,133.36,34.77,3514.42,133.36,34.77
09/01/2019 03:00,3514,132.6,34.77,3514,132.6,34.77,3514,132.6,34.77
09/01/2019 04:00,3526.45,133.04,34.69,3526.45,133.04,34.69,3526.45,133.04,34.69
09/01/2019 05:00,3519.22,132.19,34.37,3519.22,132.19,34.37,3519.22,132.19,34.37
09/01/2019 06:00,3518.48,132.03,34.24,3518.48,132.03,34.24,3518.48,132.03,34.24
09/01/2019 07:00,3510.12,131.58,34.29,3510.12,131.58,34.29,3510.12,131.58,34.29
09/01/2019 08:00,3518.8,131.82,34.23,3518.8,131.82,34.23,3518.8,131.82,34.23
09/01/2019 09:00,3513.82,131.64,34.19,3513.82,131.64,34.19,3513.82,131.64,34.19
09/01/2019 10:00,3515,132.25,34.29,3515,132.25,34.29,3515,132.25,34.29
09/01/2019 11:00,3529,132.14,34.66,3529,132.14,34.66,3529,132.14,34.66
09/01/2019 12:00,3510.76,131.43,34.18,3510.76,131.43,34.18,3510.76,131.43,34.18
09/01/2019 13:00,3505.97,131.18,33.87,3505.97,131.18,33.87,3505.97,131.18,33.87
09/01/2019 14:00,3470.86,129.79,33.63,3470.86,129.79,33.63,3470.86,129.79,33.63
09/01/2019 15:00,3470,130.16,33.76,3470,130.16,33.76,3470,130.16,33.76
09/01/2019 16:00,3479.95,130.28,33.93,3479.95,130.28,33.93,3479.95,130.28,33.93
09/01/2019 17:00,3479.95,130.15,33.73,3479.95,130.15,33.73,3479.95,130.15,33.73
09/01/2019 18:00,3485.79,130.22,33.86,3485.79,130.22,33.86,3485.79,130.22,33.86
09/01/2019 19:00,3485,130.28,34.12,3485,130.28,34.12,3485,130.28,34.12
09/01/2019 20:00,3480.19,129.33,33.88,3480.19,129.33,33.88,3480.19,129.33,33.88
09/01/2019 21:00,3472.04,129.6,33.93,3472.04,129.6,33.93,3472.04,129.6,33.93
09/01/2019 22:00,3480.46,130.21,33.75,3480.46,130.21,33.75,3480.46,130.21,33.75
09/01/2019 23:00,3468.34,129.32,33.42,3468.34,129.32,33.42,3468.34,129.32,33.42
10/01/2019 00:00,3490.74,130.58,33.65,3490.74,130.58,33.65,3490.74,130.58,33.65
10/01/2019 01:00,3478.49,130.19,33.72,3478.49,130.19,33.72,3478.49,130.19,33.72
10/01/2019 02:00,3479.16,129.87,33.73,3479.16,129.87,33.73,3479.16,129.87,33.73
10/01/2019 03:00,3474.41,129.66,33.6,3474.41,129.66,33.6,3474.41,129.66,33.6
10/01/2019 04:00,3478.83,129.78,33.61,3478.83,129.78,33.61,3478.83,129.78,33.61
10/01/2019 05:00,3491.89,129.19,33.64,3491.89,129.19,33.64,3491.89,129.19,33.64
10/01/2019 06:00,3314.86,118.82,30.88,3314.86,118.82,30.88,3314.86,118.82,30.88
10/01/2019 07:00,3306.41,118.63,30.75,3306.41,118.63,30.75,3306.41,118.63,30.75
10/01/2019 08:00,3307.94,116.57,30.61,3307.94,116.57,30.61,3307.94,116.57,30.61
10/01/2019 09:00,3285.33,112.7,29.54,3285.33,112.7,29.54,3285.33,112.7,29.54
10/01/2019 10:00,3290.97,114,29.66,3290.97,114,29.66,3290.97,114,29.66
10/01/2019 11:00,3299.24,115.5,30.16,3299.24,115.5,30.16,3299.24,115.5,30.16
10/01/2019 12:00,3293.29,114.46,29.85,3293.29,114.46,29.85,3293.29,114.46,29.85
10/01/2019 13:00,3289,114.61,29.79,3289,114.61,29.79,3289,114.61,29.79
10/01/2019 14:00,3294.55,114.68,29.74,3294.55,114.68,29.74,3294.55,114.68,29.74
10/01/2019 15:00,3296.83,114.34,29.8,3296.83,114.34,29.8,3296.83,114.34,29.8
10/01/2019 16:00,3160.93,109.55,28.57,3160.93,109.55,28.57,3160.93,109.55,28.57
10/01/2019 17:00,3156.94,109.23,28.32,3156.94,109.23,28.32,3156.94,109.23,28.32
10/01/2019 18:00,3154.79,109.35,28.44,3154.79,109.35,28.44,3154.79,109.35,28.44
10/01/2019 19:00,3173.74,110.65,28.95,3173.74,110.65,28.95,3173.74,110.65,28.95
10/01/2019 20:00,3169.73,111.51,29.26,3169.73,111.51,29.26,3169.73,111.51,29.26
10/01/2019 21:00,3175.44,111.32,29.09,3175.44,111.32,29.09,3175.44,111.32,29.09
10/01/2019 22:00,3165,111.06,29.18,3165,111.06,29.18,3165,111.06,29.18
10/01/2019 23:00,3164.33,110.01,29.06,3164.33,110.01,29.06,3164.33,110.01,29.06
11/01/2019 00:00,3177.51,112.25,29.16,3177.51,112.25,29.16,3177.51,112.25,29.16
11/01/2019 01:00,3166.24,110.55,29.03,3166.24,110.55,29.03,3166.24,110.55,29.03
11/01/2019 02:00,3153.64,110.55,28.95,3153.64,110.55,28.95,3153.64,110.55,28.95
11/01/2019 03:00,3151.1,110.76,28.29,3151.1,110.76,28.29,3151.1,110.76,28.29
11/01/2019 04:00,3140.01,110.21,28.4,3140.01,110.21,28.4,3140.01,110.21,28.4
11/01/2019 05:00,3149.1,110.84,28.47,3149.1,110.84,28.47,3149.1,110.84,28.47
11/01/2019 06:00,3162.57,111.43,28.52,3162.57,111.43,28.52,3162.57,111.43,28.52
11/01/2019 07:00,3172.22,111.52,28.66,3172.22,111.52,28.66,3172.22,111.52,28.66
11/01/2019 08:00,3182.25,110.59,28.74,3182.25,110.59,28.74,3182.25,110.59,28.74
11/01/2019 09:00,3185,109.3,28.5,3185,109.3,28.5,3185,109.3,28.5
11/01/2019 10:00,3162.55,107.5,28.18,3162.55,107.5,28.18,3162.55,107.5,28.18
11/01/2019 11:00,3171,108.27,28.45,3171,108.27,28.45,3171,108.27,28.45
11/01/2019 12:00,3165.44,107.81,28.34,3165.44,107.81,28.34,3165.44,107.81,28.34
11/01/2019 13:00,3158.92,106.81,28.14,3158.92,106.81,28.14,3158.92,106.81,28.14
11/01/2019 14:00,3194.95,110.29,28.66,3194.95,110.29,28.66,3194.95,110.29,28.66
11/01/2019 15:00,3185,109.52,28.5,3185,109.52,28.5,3185,109.52,28.5
11/01/2019 16:00,3187,110.42,28.69,3187,110.42,28.69,3187,110.42,28.69
11/01/2019 17:00,3195.24,110.85,28.81,3195.24,110.85,28.81,3195.24,110.85,28.81
11/01/2019 18:00,3196.87,110.71,28.87,3196.87,110.71,28.87,3196.87,110.71,28.87
11/01/2019 19:00,3201.04,110,28.65,3201.04,110,28.65,3201.04,110,28.65
11/01/2019 20:00,3191.53,109.36,28.56,3191.53,109.36,28.56,3191.53,109.36,28.56
11/01/2019 21:00,3190.74,110.2,28.54,3190.74,110.2,28.54,3190.74,110.2,28.54
11/01/2019 22:00,3170,108.53,27.6,3170,108.53,27.6,3170,108.53,27.6
11/01/2019 23:00,3184.45,110.05,27.85,3184.45,110.05,27.85,3184.45,110.05,27.85
12/01/2019 00:00,3188.92,110.22,28.25,3188.92,110.22,28.25,3188.92,110.22,28.25
12/01/2019 01:00,3179.8,109.76,28.14,3179.8,109.76,28.14,3179.8,109.76,28.14
12/01/2019 02:00,3179.25,109.31,27.97,3179.25,109.31,27.97,3179.25,109.31,27.97
12/01/2019 03:00,3181.01,110.96,28.22,3181.01,110.96,28.22,3181.01,110.96,28.22
12/01/2019 04:00,3181.13,110.6,28.12,3181.13,110.6,28.12,3181.13,110.6,28.12
12/01/2019 05:00,3180.96,110.66,28.24,3180.96,110.66,28.24,3180.96,110.66,28.24
12/01/2019 06:00,3166.87,109.68,27.82,3166.87,109.68,27.82,3166.87,109.68,27.82
12/01/2019 07:00,3176.21,110.14,28.11,3176.21,110.14,28.11,3176.21,110.14,28.11
12/01/2019 08:00,3170.26,109.5,27.93,3170.26,109.5,27.93,3170.26,109.5,27.93
12/01/2019 09:00,3174.87,109.9,27.93,3174.87,109.9,27.93,3174.87,109.9,27.93
12/01/2019 10:00,3175,110.34,28.14,3175,110.34,28.14,3175,110.34,28.14
12/01/2019 11:00,3172.58,109.81,27.99,3172.58,109.81,27.99,3172.58,109.81,27.99
12/01/2019 12:00,3181.77,110.19,28.02,3181.77,110.19,28.02,3181.77,110.19,28.02
12/01/2019 13:00,3181.76,110.02,28.01,3181.76,110.02,28.01,3181.76,110.02,28.01
12/01/2019 14:00,3183.5,110.63,27.85,3183.5,110.63,27.85,3183.5,110.63,27.85
12/01/2019 15:00,3181.39,110.06,27.92,3181.39,110.06,27.92,3181.39,110.06,27.92
12/01/2019 16:00,3182.9,109.81,28.02,3182.9,109.81,28.02,3182.9,109.81,28.02
12/01/2019 17:00,3181.08,110.21,27.97,3181.08,110.21,27.97,3181.08,110.21,27.97
