,date,price,volume,inflow,outflow,inhouseExVol,betweenExVol,fees,minerRev
261,2011-04-04,0.68,143979.57701071,,,,,0.002664408596902,8900.0
262,2011-04-05,0.71,119913.56418476,,,,,0.002738077922077,9700.0
263,2011-04-06,0.74,86013.30799748,,,,,0.002849825180652,7400.0
264,2011-04-07,0.7538,110619.66496611,,,,,0.001954379084967,7350.0
265,2011-04-08,0.749989999999999,127957.62595446,,,,,0.0025734540911930004,8300.0
266,2011-04-09,0.7465839999999999,141592.8701,,,,,0.0026696258719080003,7800.0
267,2011-04-10,0.7369,85002.705,,,,,0.00334416881604,8650.0
268,2011-04-11,0.77,86958.28545405,,,,,0.0024534267640440002,8150.0
269,2011-04-12,0.86,138327.89102861,,,,,0.0024532544096130004,8150.0
270,2011-04-13,0.93115,177985.18327498,,,,,0.001865227372531,9700.0
271,2011-04-14,0.9993600000000001,145817.77708196,,,,,0.0052198088937890005,8000.0
272,2011-04-15,0.9869040000000001,101083.46928382,,,,,0.0013283971732190002,6800.0
273,2011-04-16,1.0499,343720.36033964,,,,,0.0018479988692570001,8650.0
274,2011-04-17,1.13057,1300284.67927388,,,,,0.0010411651420310002,9000.0
275,2011-04-18,1.16199,128375.77203095,,,,,0.001134466224454,7400.0
276,2011-04-19,1.1965,2648900.87297451,,,,,0.001640906541811,7700.0
277,2011-04-20,1.1421000000000001,4786855.25204533,,,,,0.002529170474336,7200.0
278,2011-04-21,1.208,431722.37799102,,,,,0.0019082204751130001,7350.0
279,2011-04-22,1.40901,157742.95424113,,,,,0.0027537740760020003,8800.0
280,2011-04-23,1.665325,166070.06501805,,,,,0.002465481758652,8600.0
281,2011-04-24,1.6301100000000002,101626.17017361,,,,,0.003151171132164,8100.0
282,2011-04-25,1.57623,97921.44776716,,,,,0.0036305274666660003,9600.0
283,2011-04-26,1.7949000000000002,178230.7690149,,,,,0.0015702077883430002,9750.0
284,2011-04-27,1.9,247549.91657616,,,,,0.002094991796679,9150.0
285,2011-04-28,2.21059,148758.37378026,,,,,0.0023094740508530004,8200.0
286,2011-04-29,2.88,776616.68897853,,,,,0.0022260278614270003,10000.0
287,2011-04-30,3.5,404243.35673113,,,,,0.002413474024276,9450.0
288,2011-05-01,3.03311,162341.35321471,,,,,0.0030057950450920004,8950.0
289,2011-05-02,3.2,119531.50276387,,,,,0.001661046773636,9850.0
290,2011-05-03,3.3975,187944.30138419,,,,,0.0017583719934280001,9800.0
291,2011-05-04,3.40609,279832.29970578,,,,,0.002444789569727,9850.0
292,2011-05-05,3.333,158884.11759837,,,,,0.002924761861325,10950.0
293,2011-05-06,3.452,280832.38563308,,,,,0.002469894729817,10900.0
294,2011-05-07,3.641,222009.46302396,,,,,0.001811876656683,10700.0
295,2011-05-08,3.86585,529922.30659416,,,,,0.00277337483016,10950.0
296,2011-05-09,3.8,152652.72967335,,,,,0.00332267759231,11950.0
297,2011-05-10,5.805,567637.80802625,,,,,0.002749735724393,9150.0
298,2011-05-11,5.5,176232.74776241,,,,,0.002757117978613,9550.0
299,2011-05-12,6.363463333333333,207888.11417512,,,,,0.0022660821177940002,8450.0
300,2011-05-13,8.193999999999999,452767.79141258,,,,,0.0029921500337040004,10350.0
301,2011-05-14,7.026584285714287,1787332.68222895,,,,,0.003477053883029,12100.0
302,2011-05-15,6.988455,311644.16335245,,,,,0.0041961773718300005,11000.0
303,2011-05-16,8.0,278135.84083743,,,,,0.0035702392003900004,12350.0
304,2011-05-17,7.20995,213827.57598351,,,,,0.003276692602804,12850.0
305,2011-05-18,6.8849912500000015,180980.14139751,,,,,0.0037131005478930005,14399.99999999
306,2011-05-19,6.88955,181553.85926654,,,,,0.0036113173219050002,8550.0
